,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,3.0,2.0,3.0,-0.10536051565782628,3558.2390014218745
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2.0,4.0,3.0,-0.3011050927839216,2611.269082659156
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,4.0,2.0,4.0,0.4054651081081644,10296.27567968856
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,1.0,4.0,3.0,0.4054651081081644,8663.309966827308
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,3.0,4.0,5.0,-0.8675005677047231,1094.2059874034235
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,4.0,3.0,4.0,0.009950330853168092,5360.948093666739
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,2.0,1.0,4.0,0.9082585601768908,20007.167797947215
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,6.0,4.0,5.0,0.01980262729617973,7304.3297714238515
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,4.0,6.0,5.0,-0.916290731874155,1263.1642067782104
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,1.0,4.0,5.0,-0.35667494393873245,2314.7438817530838
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,4.0,5.0,2.0,0.009950330853168092,5734.267889612376
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,4.0,1.0,3.0,0.12221763272424911,5513.287542915205
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4.0,1.0,5.0,0.08617769624105241,5554.059411126427
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,4.0,5.0,3.0,-0.35667494393873245,3043.363428133145
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,1.0,4.0,4.0,0.0,4282.806947419396
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,4.0,2.0,5.0,0.41871033485818504,10942.045616355204
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,6.0,3.0,5.0,-0.8915981192837836,1287.0187194017162
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,4.0,0.0,3.0,-0.843970070294529,878.8708479105818
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,2.0,5.0,3.0,-1.171182981502945,571.0882511747166
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,4.0,3.0,5.0,-1.1086626245216111,719.7588551682096
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,4.0,5.0,4.0,-0.35667494393873245,3156.8799685895583
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,6.0,3.0,5.0,-1.1086626245216111,865.5223914568791
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,2.0,2.0,4.0,0.14842000511827322,5352.363226860593
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,4.0,5.0,5.0,-0.6733445532637656,1835.6458166541838
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,0.0,3.0,2.0,0.12221763272424911,4230.2758619303195
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,4.0,5.0,4.0,-0.6539264674066639,1833.5754298751192
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,6.0,4.0,3.0,-1.4696759700589417,446.0860065690895
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1.0,4.0,1.0,-0.6931471805599453,1080.9188995929694
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,3.0,6.0,3.0,0.0769610411361284,6577.3712909008045
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,3.0,3.0,4.0,-1.2039728043259361,531.5933854474345
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,3.0,0.0,5.0,-0.7339691750802004,1054.4039133792794
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,3.0,0.0,5.0,0.412109650826833,8565.808280289484
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,2.0,4.0,4.0,0.02955880224154443,4957.218064227484
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,6.0,3.0,3.0,-1.171182981502945,717.5314279409075
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,7.0,3.0,5.0,-0.916290731874155,1349.054291482116
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,4.0,5.0,5.0,0.02955880224154443,6633.702738389963
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,1.0,0.0,4.0,0.14842000511827322,4240.870909526789
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,2.0,0.0,3.0,0.03922071315328133,3672.0929889570757
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,4.0,5.0,4.0,-0.342490308946776,3239.797617957092
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,6.0,2.0,3.0,-1.2378743560016174,592.0776180726177
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,2.0,3.0,5.0,0.08617769624105241,5315.744637979523
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3.0,4.0,5.0,-0.3011050927839216,3081.099873805772
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,4.0,6.0,5.0,-0.8675005677047231,1380.98706952678
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1.0,1.0,5.0,-0.616186139423817,1166.634296338869
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,4.0,5.0,5.0,-0.6733445532637656,1835.6458166541838
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,2.0,4.0,4.0,0.009950330853168092,4782.695715893464
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4.0,2.0,4.0,0.0,4907.050814317326
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4.0,2.0,4.0,0.01980262729617973,5087.916196573717
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3.0,5.0,2.0,-0.31471074483970024,2888.7851739013586
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,2.0,2.0,4.0,0.009950330853168092,4155.543868109893
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,1.0,6.0,2.0,-1.1086626245216111,603.8160376704982
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,3.0,4.0,5.0,0.19885085874516517,7683.73789217952
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,3.0,6.0,5.0,-1.171182981502945,722.9026470489431
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,1.0,3.0,4.0,0.06765864847381486,4517.66192778189
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6.0,5.0,3.0,0.009950330853168092,7152.757825668971
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,7.0,4.0,3.0,-1.4696759700589417,489.1749907258934
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,3.0,6.0,3.0,-1.0498221244986778,838.7025812269098
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,6.0,4.0,5.0,-0.5978370007556204,2362.0870395285456
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,1.0,3.0,5.0,-0.10536051565782628,3415.6610582207786
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,5.0,3.0,5.0,-0.3285040669720361,3284.9232480541014
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,1.0,5.0,3.0,-0.18632957819149348,3150.9217790889115
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,1.0,2.0,5.0,0.03922071315328133,4146.879430783914
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,4.0,5.0,3.0,-0.342490308946776,3123.2994865651244
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1.0,4.0,5.0,-0.843970070294529,949.9185882401508
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,4.0,5.0,5.0,-1.1086626245216111,828.3843709379767
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,2.0,6.0,1.0,0.5423242908253617,13049.839429924612
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,1.0,3.0,5.0,0.12221763272424911,5177.583250268305
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1.0,6.0,5.0,-0.6539264674066639,1547.3499171603708
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,3.0,3.0,3.0,-1.2039728043259361,512.4781062331713
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,3.0,3.0,4.0,0.4252677354043441,10444.228159774255
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,2.0,2.0,1.0,0.7030975114131134,13217.147833713985
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,3.0,2.0,4.0,-1.1086626245216111,589.8134600453562
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,0.0,3.0,3.0,-0.35667494393873245,1828.6321688599996
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,1.0,1.0,4.0,0.23111172096338664,5291.983277891347
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,4.0,6.0,4.0,-1.2039728043259361,719.7679985444977
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,3.0,2.0,3.0,-0.527632742082372,1644.5003112828294
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,1.0,5.0,5.0,-0.19845093872383832,3316.073499875074
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,6.0,3.0,3.0,-0.941608539858445,1091.6361641519647
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,7.0,2.0,5.0,-1.171182981502945,789.173761754241
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,2.0,1.0,5.0,0.23111172096338664,6019.610078926811
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,2.0,4.0,3.0,0.412109650826833,9616.21046546116
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,3.0,3.0,5.0,-0.579818495252942,1725.5981729775528
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,5.0,3.0,5.0,-1.171182981502945,704.0504596372551
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,6.0,2.0,5.0,-0.579818495252942,2121.065934258104
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,2.0,5.0,4.0,-0.040821994520255166,4676.187787277969
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1.0,5.0,3.0,-0.6539264674066639,1340.4715227590516
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,1.0,2.0,3.0,0.01980262729617973,3719.621598635914
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,3.0,1.0,2.0,0.058268908123975824,4312.191378790169
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,1.0,2.0,5.0,0.1906203596086497,5468.93765100938
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,4.0,2.0,1.0,0.7030975114131134,15893.84738948676
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,4.0,3.0,5.0,0.41871033485818504,11738.725871518223
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,2.0,1.0,3.0,0.7080357930536959,13376.5413592489
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,6.0,4.0,2.0,-1.2729656758128873,616.1176648134176
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3.0,3.0,1.0,-0.35667494393873245,2241.0667294319555
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,5.0,3.0,5.0,-0.35667494393873245,3120.0610152671243
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,0.0,2.0,1.0,0.8415671856782185,14156.76958223104
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,4.0,0.0,5.0,-0.5447271754416722,1634.0811088856547
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,3.0,6.0,5.0,-0.616186139423817,1993.6009416206098
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,1.0,1.0,3.0,0.1823215567939546,4666.426287612772
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,4.0,4.0,3.0,-0.6539264674066639,1647.677035877514
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,2.0,4.0,4.0,0.45107561936021673,10711.234630615927
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,0.0,1.0,4.0,-0.35667494393873245,1648.108228393683
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,1.0,2.0,3.0,0.45107561936021673,8181.722687652832
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,4.0,6.0,3.0,0.01980262729617973,6497.188352152316
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,4.0,4.0,4.0,0.4054651081081644,11850.182586401777
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3.0,5.0,3.0,-0.35667494393873245,2775.2887288447946
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1.0,4.0,4.0,-0.8675005677047231,877.2099393148721
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,1.0,2.0,4.0,0.6981347220709843,13331.081349338703
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,3.0,3.0,4.0,-1.171182981502945,564.4276014597434
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,6.0,5.0,5.0,-0.8209805520698302,1685.334894547403
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,6.0,6.0,5.0,-0.35667494393873245,4224.507177427239
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,1.0,0.0,4.0,0.1823215567939546,4511.970193764789
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,3.0,3.0,5.0,0.04879016416943204,5444.166550662623
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,0.0,4.0,5.0,-0.35667494393873245,2110.849642802086
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1.0,4.0,4.0,-0.6348782724359695,1342.0229023456948
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,2.0,2.0,4.0,0.08617769624105241,4776.803956837719
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,2.0,5.0,4.0,-0.08338160893905101,4326.213757207274
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,4.0,4.0,4.0,-0.342490308946776,3019.9200246645214
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2.0,4.0,2.0,-0.5621189181535413,1562.2613780850893
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,4.0,3.0,3.0,-0.342490308946776,2713.7432110798313
