,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,4.0,6.0,5.0,-0.6348782724359695,3933.6415915639755
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,2.0,3.0,5.0,0.22314355131420976,3933.6415915639755
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,6.0,5.0,5.0,-1.0788096613719298,3933.6415915639755
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,4.0,1.0,4.0,-1.0216512475319814,3933.6415915639755
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,1.0,3.0,5.0,-1.0788096613719298,3933.6415915639755
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,1.0,5.0,2.0,0.11332868530700327,3933.6415915639755
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,3.0,2.0,5.0,-1.2039728043259361,3933.6415915639755
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,1.0,6.0,5.0,-1.0216512475319814,3933.6415915639755
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,5.0,4.0,5.0,-0.342490308946776,3933.6415915639755
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,4.0,3.0,4.0,-1.1394342831883648,3933.6415915639755
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,4.0,5.0,4.0,-0.6931471805599453,3933.6415915639755
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1.0,5.0,3.0,-0.6733445532637656,3933.6415915639755
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,3.0,0.0,5.0,-0.5447271754416722,3933.6415915639755
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,7.0,4.0,5.0,-1.2039728043259361,3933.6415915639755
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,5.0,3.0,5.0,-0.941608539858445,3933.6415915639755
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,4.0,4.0,5.0,-1.171182981502945,3933.6415915639755
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,3.0,2.0,3.0,-0.10536051565782628,3933.6415915639755
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2.0,3.0,4.0,-0.21072103131565253,3933.6415915639755
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2.0,5.0,4.0,-0.35667494393873245,3933.6415915639755
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,4.0,0.0,3.0,-0.9675840262617056,3933.6415915639755
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,1.0,3.0,3.0,-0.342490308946776,3933.6415915639755
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,4.0,6.0,3.0,-0.342490308946776,3933.6415915639755
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,3.0,2.0,3.0,-0.10536051565782628,3933.6415915639755
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2.0,4.0,3.0,-0.3011050927839216,3933.6415915639755
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,4.0,2.0,4.0,0.4054651081081644,3933.6415915639755
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,1.0,4.0,3.0,0.4054651081081644,3933.6415915639755
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,3.0,4.0,5.0,-0.8675005677047231,3933.6415915639755
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,4.0,3.0,4.0,0.009950330853168092,3933.6415915639755
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,2.0,1.0,4.0,0.9082585601768908,3933.6415915639755
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,6.0,4.0,5.0,0.01980262729617973,3933.6415915639755
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,4.0,6.0,5.0,-0.916290731874155,3933.6415915639755
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,1.0,4.0,5.0,-0.35667494393873245,3933.6415915639755
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,4.0,5.0,2.0,0.009950330853168092,3933.6415915639755
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,4.0,1.0,3.0,0.12221763272424911,3933.6415915639755
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4.0,1.0,5.0,0.08617769624105241,3933.6415915639755
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,4.0,5.0,3.0,-0.35667494393873245,3933.6415915639755
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,1.0,4.0,4.0,0.0,3933.6415915639755
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,4.0,2.0,5.0,0.41871033485818504,3933.6415915639755
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,6.0,3.0,5.0,-0.8915981192837836,3933.6415915639755
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,4.0,0.0,3.0,-0.843970070294529,3933.6415915639755
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,2.0,5.0,3.0,-1.171182981502945,3933.6415915639755
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,4.0,3.0,5.0,-1.1086626245216111,3933.6415915639755
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,4.0,5.0,4.0,-0.35667494393873245,3933.6415915639755
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,6.0,3.0,5.0,-1.1086626245216111,3933.6415915639755
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,2.0,2.0,4.0,0.14842000511827322,3933.6415915639755
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,4.0,5.0,5.0,-0.6733445532637656,3933.6415915639755
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,0.0,3.0,2.0,0.12221763272424911,3933.6415915639755
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,4.0,5.0,4.0,-0.6539264674066639,3933.6415915639755
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,6.0,4.0,3.0,-1.4696759700589417,3933.6415915639755
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1.0,4.0,1.0,-0.6931471805599453,3933.6415915639755
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,3.0,6.0,3.0,0.0769610411361284,3933.6415915639755
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,3.0,3.0,4.0,-1.2039728043259361,3933.6415915639755
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,3.0,0.0,5.0,-0.7339691750802004,3933.6415915639755
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,3.0,0.0,5.0,0.412109650826833,3933.6415915639755
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,2.0,4.0,4.0,0.02955880224154443,3933.6415915639755
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,6.0,3.0,3.0,-1.171182981502945,3933.6415915639755
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,7.0,3.0,5.0,-0.916290731874155,3933.6415915639755
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,4.0,5.0,5.0,0.02955880224154443,3933.6415915639755
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,1.0,0.0,4.0,0.14842000511827322,3933.6415915639755
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,2.0,0.0,3.0,0.03922071315328133,3933.6415915639755
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,4.0,5.0,4.0,-0.342490308946776,3933.6415915639755
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,6.0,2.0,3.0,-1.2378743560016174,3933.6415915639755
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,2.0,3.0,5.0,0.08617769624105241,3933.6415915639755
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3.0,4.0,5.0,-0.3011050927839216,3933.6415915639755
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,4.0,6.0,5.0,-0.8675005677047231,3933.6415915639755
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1.0,1.0,5.0,-0.616186139423817,3933.6415915639755
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,4.0,5.0,5.0,-0.6733445532637656,3933.6415915639755
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,2.0,4.0,4.0,0.009950330853168092,3933.6415915639755
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4.0,2.0,4.0,0.0,3933.6415915639755
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4.0,2.0,4.0,0.01980262729617973,3933.6415915639755
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3.0,5.0,2.0,-0.31471074483970024,3933.6415915639755
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,2.0,2.0,4.0,0.009950330853168092,3933.6415915639755
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,1.0,6.0,2.0,-1.1086626245216111,3933.6415915639755
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,3.0,4.0,5.0,0.19885085874516517,3933.6415915639755
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,3.0,6.0,5.0,-1.171182981502945,3933.6415915639755
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,1.0,3.0,4.0,0.06765864847381486,3933.6415915639755
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6.0,5.0,3.0,0.009950330853168092,3933.6415915639755
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,7.0,4.0,3.0,-1.4696759700589417,3933.6415915639755
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,3.0,6.0,3.0,-1.0498221244986778,3933.6415915639755
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,6.0,4.0,5.0,-0.5978370007556204,3933.6415915639755
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,1.0,3.0,5.0,-0.10536051565782628,3933.6415915639755
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,5.0,3.0,5.0,-0.3285040669720361,3933.6415915639755
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,1.0,5.0,3.0,-0.18632957819149348,3933.6415915639755
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,1.0,2.0,5.0,0.03922071315328133,3933.6415915639755
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,4.0,5.0,3.0,-0.342490308946776,3933.6415915639755
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1.0,4.0,5.0,-0.843970070294529,3933.6415915639755
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,4.0,5.0,5.0,-1.1086626245216111,3933.6415915639755
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,2.0,6.0,1.0,0.5423242908253617,3933.6415915639755
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,1.0,3.0,5.0,0.12221763272424911,3933.6415915639755
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1.0,6.0,5.0,-0.6539264674066639,3933.6415915639755
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,3.0,3.0,3.0,-1.2039728043259361,3933.6415915639755
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,3.0,3.0,4.0,0.4252677354043441,3933.6415915639755
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,2.0,2.0,1.0,0.7030975114131134,3933.6415915639755
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,3.0,2.0,4.0,-1.1086626245216111,3933.6415915639755
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,0.0,3.0,3.0,-0.35667494393873245,3933.6415915639755
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,1.0,1.0,4.0,0.23111172096338664,3933.6415915639755
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,4.0,6.0,4.0,-1.2039728043259361,3933.6415915639755
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,3.0,2.0,3.0,-0.527632742082372,3933.6415915639755
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,1.0,5.0,5.0,-0.19845093872383832,3933.6415915639755
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,6.0,3.0,3.0,-0.941608539858445,3933.6415915639755
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,7.0,2.0,5.0,-1.171182981502945,3933.6415915639755
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,2.0,1.0,5.0,0.23111172096338664,3933.6415915639755
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,2.0,4.0,3.0,0.412109650826833,3933.6415915639755
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,3.0,3.0,5.0,-0.579818495252942,3933.6415915639755
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,5.0,3.0,5.0,-1.171182981502945,3933.6415915639755
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,6.0,2.0,5.0,-0.579818495252942,3933.6415915639755
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,2.0,5.0,4.0,-0.040821994520255166,3933.6415915639755
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1.0,5.0,3.0,-0.6539264674066639,3933.6415915639755
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,1.0,2.0,3.0,0.01980262729617973,3933.6415915639755
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,3.0,1.0,2.0,0.058268908123975824,3933.6415915639755
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,1.0,2.0,5.0,0.1906203596086497,3933.6415915639755
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,4.0,2.0,1.0,0.7030975114131134,3933.6415915639755
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,4.0,3.0,5.0,0.41871033485818504,3933.6415915639755
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,2.0,1.0,3.0,0.7080357930536959,3933.6415915639755
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,6.0,4.0,2.0,-1.2729656758128873,3933.6415915639755
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3.0,3.0,1.0,-0.35667494393873245,3933.6415915639755
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,5.0,3.0,5.0,-0.35667494393873245,3933.6415915639755
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,0.0,2.0,1.0,0.8415671856782185,3933.6415915639755
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,4.0,0.0,5.0,-0.5447271754416722,3933.6415915639755
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,3.0,6.0,5.0,-0.616186139423817,3933.6415915639755
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,1.0,1.0,3.0,0.1823215567939546,3933.6415915639755
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,4.0,4.0,3.0,-0.6539264674066639,3933.6415915639755
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,2.0,4.0,4.0,0.45107561936021673,3933.6415915639755
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,0.0,1.0,4.0,-0.35667494393873245,3933.6415915639755
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,1.0,2.0,3.0,0.45107561936021673,3933.6415915639755
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,4.0,6.0,3.0,0.01980262729617973,3933.6415915639755
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,4.0,4.0,4.0,0.4054651081081644,3933.6415915639755
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3.0,5.0,3.0,-0.35667494393873245,3933.6415915639755
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1.0,4.0,4.0,-0.8675005677047231,3933.6415915639755
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,1.0,2.0,4.0,0.6981347220709843,3933.6415915639755
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,3.0,3.0,4.0,-1.171182981502945,3933.6415915639755
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,6.0,5.0,5.0,-0.8209805520698302,3933.6415915639755
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,6.0,6.0,5.0,-0.35667494393873245,3933.6415915639755
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,1.0,0.0,4.0,0.1823215567939546,3933.6415915639755
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,3.0,3.0,5.0,0.04879016416943204,3933.6415915639755
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,0.0,4.0,5.0,-0.35667494393873245,3933.6415915639755
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1.0,4.0,4.0,-0.6348782724359695,3933.6415915639755
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,2.0,2.0,4.0,0.08617769624105241,3933.6415915639755
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,2.0,5.0,4.0,-0.08338160893905101,3933.6415915639755
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,4.0,4.0,4.0,-0.342490308946776,3933.6415915639755
