,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
24,1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,2.0,6.0,4.0,0.23111172096338664,7520.01635724931
25,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,3.0,5.0,4.0,-0.9675840262617056,692.5452333905073
26,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,6.0,4.0,5.0,-0.5978370007556204,2011.4885186814126
27,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1.0,3.0,4.0,-0.4307829160924542,2787.337510029003
28,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,6.0,6.0,4.0,-0.8915981192837836,925.2999307947844
29,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,0.0,1.0,3.0,-0.35667494393873245,3175.262005702799
30,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,3.0,1.0,3.0,0.02955880224154443,5735.56367714985
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,6.0,4.0,5.0,-1.0788096613719298,382.2056368514709
32,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,5.0,1.0,5.0,-0.31471074483970024,3408.016703107076
33,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,2.0,6.0,5.0,-0.18632957819149348,4183.865694454667
34,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1.0,3.0,3.0,-0.6733445532637656,1701.1489221423758
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,4.0,5.0,5.0,0.058268908123975824,5968.318374554127
36,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,3.0,6.0,5.0,-0.8915981192837836,925.2999307947844
37,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,4.0,4.0,5.0,0.02955880224154443,5735.56367714985
38,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,1.0,6.0,5.0,-1.1394342831883648,227.03583858195225
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,3.0,0.0,4.0,-1.2039728043259361,71.86604031243405
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,6.0,6.0,3.0,-1.1394342831883648,227.03583858195225
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,3.0,3.0,5.0,-1.1086626245216111,304.6207377167116
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,3.0,3.0,5.0,-1.3862943611198906,-316.05845536136144
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,3.0,4.0,5.0,-1.2039728043259361,71.86604031243405
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,7.0,4.0,3.0,0.23111172096338664,7520.01635724931
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,3.0,0.0,5.0,0.131028262406404,6588.997567632198
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,1.0,2.0,4.0,0.412109650826833,9459.638835618287
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,2.0,5.0,3.0,-0.6733445532637656,1701.1489221423758
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,7.0,3.0,5.0,-1.1394342831883648,227.03583858195225
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,2.0,5.0,4.0,-0.06187540371808753,5037.299584937017
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,4.0,5.0,4.0,-0.6733445532637656,1701.1489221423758
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,2.0,2.0,5.0,0.11332868530700327,6433.827769362683
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,2.0,3.0,4.0,0.28517894223366247,8063.110651192624
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,4.0,2.0,4.0,-1.1394342831883648,227.03583858195225
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,4.0,5.0,5.0,-0.35667494393873245,3175.262005702799
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,5.0,2.0,5.0,0.30010459245033816,8218.280449462141
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,4.0,4.0,2.0,-1.4696759700589417,-471.22825363087964
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,0.0,4.0,3.0,-0.10536051565782628,4726.959988397981
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,1.0,6.0,5.0,0.02955880224154443,5735.56367714985
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,2.0,5.0,2.0,0.01980262729617973,5657.978778015091
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,6.0,2.0,5.0,-0.5978370007556204,2011.4885186814126
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,7.0,5.0,5.0,-1.0788096613719298,382.2056368514709
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,6.0,6.0,4.0,-0.342490308946776,3252.8469048375573
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1.0,3.0,2.0,-0.5978370007556204,2011.4885186814126
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,4.0,3.0,5.0,-0.616186139423817,1933.9036195466533
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7.0,2.0,5.0,0.20701416938432612,7287.261659845032
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,5.0,5.0,4.0,-1.3093333199837622,-160.88865709184302
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,4.0,6.0,5.0,-0.6348782724359695,1856.318720411894
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,2.0,3.0,5.0,0.22314355131420976,7442.431458114551
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,6.0,5.0,5.0,-1.0788096613719298,382.2056368514709
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,4.0,1.0,4.0,-1.0216512475319814,537.3754351209886
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,1.0,3.0,5.0,-1.0788096613719298,382.2056368514709
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,1.0,5.0,2.0,0.11332868530700327,6433.827769362683
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,3.0,2.0,5.0,-1.2039728043259361,71.86604031243405
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,1.0,6.0,5.0,-1.0216512475319814,537.3754351209886
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,5.0,4.0,5.0,-0.342490308946776,3252.8469048375573
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,4.0,3.0,4.0,-1.1394342831883648,227.03583858195225
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,4.0,5.0,4.0,-0.6931471805599453,1623.5640230076165
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1.0,5.0,3.0,-0.6733445532637656,1701.1489221423758
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,3.0,0.0,5.0,-0.5447271754416722,2244.243216085689
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,7.0,4.0,5.0,-1.2039728043259361,71.86604031243405
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,5.0,3.0,5.0,-0.941608539858445,770.1301325252662
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,4.0,4.0,5.0,-1.171182981502945,149.45093944719338
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,3.0,2.0,3.0,-0.10536051565782628,4726.959988397981
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2.0,3.0,4.0,-0.21072103131565253,4028.6958961851496
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2.0,5.0,4.0,-0.35667494393873245,3175.262005702799
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,4.0,0.0,3.0,-0.9675840262617056,692.5452333905073
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,1.0,3.0,3.0,-0.342490308946776,3252.8469048375573
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,4.0,6.0,3.0,-0.342490308946776,3252.8469048375573
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,3.0,2.0,3.0,-0.10536051565782628,4726.959988397981
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2.0,4.0,3.0,-0.3011050927839216,3485.6016022418353
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,4.0,2.0,4.0,0.4054651081081644,9382.053936483528
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,1.0,4.0,3.0,0.4054651081081644,9382.053936483528
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,3.0,4.0,5.0,-0.8675005677047231,1002.8848299295432
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,4.0,3.0,4.0,0.009950330853168092,5580.393878880332
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,2.0,1.0,4.0,0.9082585601768908,16985.374051689923
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,6.0,4.0,5.0,0.01980262729617973,5657.978778015091
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,4.0,6.0,5.0,-0.916290731874155,847.7150316600255
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,1.0,4.0,5.0,-0.35667494393873245,3175.262005702799
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,4.0,5.0,2.0,0.009950330853168092,5580.393878880332
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,4.0,1.0,3.0,0.12221763272424911,6511.412668497441
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4.0,1.0,5.0,0.08617769624105241,6201.073071958405
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,4.0,5.0,3.0,-0.35667494393873245,3175.262005702799
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,1.0,4.0,4.0,0.0,5502.808979745572
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,4.0,2.0,5.0,0.41871033485818504,9537.223734753046
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,6.0,3.0,5.0,-0.8915981192837836,925.2999307947844
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,4.0,0.0,3.0,-0.843970070294529,1080.4697290643026
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,2.0,5.0,3.0,-1.171182981502945,149.45093944719338
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,4.0,3.0,5.0,-1.1086626245216111,304.6207377167116
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,4.0,5.0,4.0,-0.35667494393873245,3175.262005702799
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,6.0,3.0,5.0,-1.1086626245216111,304.6207377167116
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,2.0,2.0,4.0,0.14842000511827322,6744.167365901717
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,4.0,5.0,5.0,-0.6733445532637656,1701.1489221423758
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,0.0,3.0,2.0,0.12221763272424911,6511.412668497441
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,4.0,5.0,4.0,-0.6539264674066639,1778.7338212771347
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,6.0,4.0,3.0,-1.4696759700589417,-471.22825363087964
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1.0,4.0,1.0,-0.6931471805599453,1623.5640230076165
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,3.0,6.0,3.0,0.0769610411361284,6123.488172823646
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,3.0,3.0,4.0,-1.2039728043259361,71.86604031243405
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,3.0,0.0,5.0,-0.7339691750802004,1468.3942247380983
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,3.0,0.0,5.0,0.412109650826833,9459.638835618287
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,2.0,4.0,4.0,0.02955880224154443,5735.56367714985
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,6.0,3.0,3.0,-1.171182981502945,149.45093944719338
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,7.0,3.0,5.0,-0.916290731874155,847.7150316600255
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,4.0,5.0,5.0,0.02955880224154443,5735.56367714985
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,1.0,0.0,4.0,0.14842000511827322,6744.167365901717
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,2.0,0.0,3.0,0.03922071315328133,5813.148576284609
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,4.0,5.0,4.0,-0.342490308946776,3252.8469048375573
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,6.0,2.0,3.0,-1.2378743560016174,-5.718858822325274
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,2.0,3.0,5.0,0.08617769624105241,6201.073071958405
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3.0,4.0,5.0,-0.3011050927839216,3485.6016022418353
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,4.0,6.0,5.0,-0.8675005677047231,1002.8848299295432
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1.0,1.0,5.0,-0.616186139423817,1933.9036195466533
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,4.0,5.0,5.0,-0.6733445532637656,1701.1489221423758
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,2.0,4.0,4.0,0.009950330853168092,5580.393878880332
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4.0,2.0,4.0,0.0,5502.808979745572
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4.0,2.0,4.0,0.01980262729617973,5657.978778015091
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3.0,5.0,2.0,-0.31471074483970024,3408.016703107076
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,2.0,2.0,4.0,0.009950330853168092,5580.393878880332
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,1.0,6.0,2.0,-1.1086626245216111,304.6207377167116
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,3.0,4.0,5.0,0.19885085874516517,7209.676760710273
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,3.0,6.0,5.0,-1.171182981502945,149.45093944719338
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,1.0,3.0,4.0,0.06765864847381486,6045.903273688887
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6.0,5.0,3.0,0.009950330853168092,5580.393878880332
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,7.0,4.0,3.0,-1.4696759700589417,-471.22825363087964
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,3.0,6.0,3.0,-1.0498221244986778,459.79053598622977
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,6.0,4.0,5.0,-0.5978370007556204,2011.4885186814126
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,1.0,3.0,5.0,-0.10536051565782628,4726.959988397981
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,5.0,3.0,5.0,-0.3285040669720361,3330.4318039723166
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,1.0,5.0,3.0,-0.18632957819149348,4183.865694454667
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,1.0,2.0,5.0,0.03922071315328133,5813.148576284609
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,4.0,5.0,3.0,-0.342490308946776,3252.8469048375573
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1.0,4.0,5.0,-0.843970070294529,1080.4697290643026
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,4.0,5.0,5.0,-1.1086626245216111,304.6207377167116
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,2.0,6.0,1.0,0.5423242908253617,11088.92171744823
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,1.0,3.0,5.0,0.12221763272424911,6511.412668497441
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1.0,6.0,5.0,-0.6539264674066639,1778.7338212771347
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,3.0,3.0,3.0,-1.2039728043259361,71.86604031243405
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,3.0,3.0,4.0,0.4252677354043441,9614.808633887806
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,2.0,2.0,1.0,0.7030975114131134,13416.468691491002
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,3.0,2.0,4.0,-1.1086626245216111,304.6207377167116
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,0.0,3.0,3.0,-0.35667494393873245,3175.262005702799
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,1.0,1.0,4.0,0.23111172096338664,7520.01635724931
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,4.0,6.0,4.0,-1.2039728043259361,71.86604031243405
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,3.0,2.0,3.0,-0.527632742082372,2321.828115220448
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,1.0,5.0,5.0,-0.19845093872383832,4106.280795319908
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,6.0,3.0,3.0,-0.941608539858445,770.1301325252662
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,7.0,2.0,5.0,-1.171182981502945,149.45093944719338
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,2.0,1.0,5.0,0.23111172096338664,7520.01635724931
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,2.0,4.0,3.0,0.412109650826833,9459.638835618287
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,3.0,3.0,5.0,-0.579818495252942,2089.073417816172
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,5.0,3.0,5.0,-1.171182981502945,149.45093944719338
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,6.0,2.0,5.0,-0.579818495252942,2089.073417816172
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,2.0,5.0,4.0,-0.040821994520255166,5192.469383206536
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1.0,5.0,3.0,-0.6539264674066639,1778.7338212771347
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,1.0,2.0,3.0,0.01980262729617973,5657.978778015091
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,3.0,1.0,2.0,0.058268908123975824,5968.318374554127
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,1.0,2.0,5.0,0.1906203596086497,7132.091861575514
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,4.0,2.0,1.0,0.7030975114131134,13416.468691491002
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,4.0,3.0,5.0,0.41871033485818504,9537.223734753046
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,2.0,1.0,3.0,0.7080357930536959,13494.053590625761
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,6.0,4.0,2.0,-1.2729656758128873,-83.30375795708369
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3.0,3.0,1.0,-0.35667494393873245,3175.262005702799
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,5.0,3.0,5.0,-0.35667494393873245,3175.262005702799
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,0.0,2.0,1.0,0.8415671856782185,15744.015665533774
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,4.0,0.0,5.0,-0.5447271754416722,2244.243216085689
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,3.0,6.0,5.0,-0.616186139423817,1933.9036195466533
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,1.0,1.0,3.0,0.1823215567939546,7054.506962440754
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,4.0,4.0,3.0,-0.6539264674066639,1778.7338212771347
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,2.0,4.0,4.0,0.45107561936021673,9925.148230426843
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,0.0,1.0,4.0,-0.35667494393873245,3175.262005702799
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,1.0,2.0,3.0,0.45107561936021673,9925.148230426843
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,4.0,6.0,3.0,0.01980262729617973,5657.978778015091
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,4.0,4.0,4.0,0.4054651081081644,9382.053936483528
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3.0,5.0,3.0,-0.35667494393873245,3175.262005702799
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1.0,4.0,4.0,-0.8675005677047231,1002.8848299295432
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,1.0,2.0,4.0,0.6981347220709843,13338.883792356242
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,3.0,3.0,4.0,-1.171182981502945,149.45093944719338
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,6.0,5.0,5.0,-0.8209805520698302,1158.0546281990619
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,6.0,6.0,5.0,-0.35667494393873245,3175.262005702799
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,1.0,0.0,4.0,0.1823215567939546,7054.506962440754
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,3.0,3.0,5.0,0.04879016416943204,5890.733475419368
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,0.0,4.0,5.0,-0.35667494393873245,3175.262005702799
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1.0,4.0,4.0,-0.6348782724359695,1856.318720411894
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,2.0,2.0,4.0,0.08617769624105241,6201.073071958405
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,2.0,5.0,4.0,-0.08338160893905101,4882.1297866674995
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,4.0,4.0,4.0,-0.342490308946776,3252.8469048375573
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2.0,4.0,2.0,-0.5621189181535413,2166.6583169509295
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,4.0,3.0,3.0,-0.342490308946776,3252.8469048375573
